0	1	605	720	2.313590	-8.603631	-4.910873	734.139038	-5.110898	0.032486	677314278	26.003490	0.000000	0	26.025727
1	1	608	714	2.320777	-13.449004	1.563696	734.139038	1.481889	-0.009419	677314278	26.011773	0.000000	0	26.033967
0	1	605	714	2.322531	-8.559717	-4.955520	734.139038	-4.872479	0.030971	677314279	26.020058	0.000000	0	26.042252
1	1	604	712	2.337708	-13.430951	1.508937	734.139038	1.915181	-0.012173	677314279	26.028338	0.000000	0	26.050518
0	1	604	708	2.314626	-8.533140	-4.946801	734.139038	-4.272768	0.027159	677314280	26.036686	0.000000	0	26.058914
1	1	602	712	2.341864	-13.413238	1.526247	734.139038	2.179288	-0.013852	677314280	26.044972	0.000000	0	26.067164
0	1	603	715	2.315731	-8.501805	-4.986846	734.139038	-3.961046	0.025177	677314281	26.053258	0.000000	0	26.075446
1	1	606	716	2.342168	-13.398521	1.490861	734.139038	2.127866	-0.013525	677314281	26.061539	0.000000	0	26.083718
0	1	607	720	2.312577	-8.465466	-4.930521	734.139038	-4.769950	0.030319	677314282	26.069951	0.000000	0	26.092760
1	1	609	718	2.332849	-13.385639	1.531507	734.139038	2.038546	-0.012957	677314282	26.078185	0.000000	0	26.104013
0	1	610	713	2.301396	-8.441161	-4.966920	734.139038	-4.932708	0.031353	677314283	26.086482	0.000000	0	26.108909
1	1	608	711	2.356668	-13.374970	1.475794	734.139038	1.827750	-0.011618	677314283	26.094763	0.000000	0	26.117157
0	1	607	707	2.311932	-8.438863	-4.948444	734.139038	-4.481044	0.028482	677314284	26.103108	0.000000	0	26.125770
1	1	607	709	2.342118	-13.380022	1.497137	734.139038	1.676125	-0.010654	677314284	26.111400	0.000000	0	26.134024
0	1	610	694	2.368638	-8.458195	-5.003438	734.139038	-3.529364	0.022433	677314285	26.119680	0.000000	0	26.142111
1	1	601	659	2.374351	-13.369648	1.442930	734.139038	1.988109	-0.012637	677314285	26.127963	0.000000	0	26.150346
0	1	593	612	2.325652	-8.484392	-4.928755	734.139038	-4.083012	0.025952	677314286	26.136311	0.000000	0	26.158940
1	1	586	565	2.395008	-13.363084	1.509199	734.139038	2.520504	-0.016021	677314286	26.144600	0.000000	0	26.167204
0	1	579	535	2.363611	-8.523353	-4.942295	734.139038	-3.309333	0.021035	677314287	26.152881	0.000000	0	26.175309
1	1	583	523	2.378693	-13.370498	1.486642	734.139038	2.634896	-0.016748	677314287	26.161165	0.000000	0	26.183558
0	1	581	523	2.355828	-8.534316	-4.880452	734.139038	-4.186622	0.026611	677314288	26.169509	0.000000	0	26.192140
1	1	580	527	2.405195	-13.391473	1.517204	734.139038	2.315093	-0.014715	677314288	26.177797	0.000000	0	26.200415
0	1	580	532	2.365942	-8.553520	-4.905779	734.139038	-4.446253	0.028261	677314289	26.186089	0.000000	0	26.208510
1	1	582	533	2.410614	-13.422928	1.458570	734.139038	2.423788	-0.015406	677314289	26.194363	0.000000	0	26.216801
0	1	581	530	2.369824	-8.552385	-4.863436	734.139038	-4.855061	0.030860	677314290	26.202710	0.000000	0	26.225354
1	1	583	528	2.415499	-13.438473	1.481680	734.139038	2.311982	-0.014695	677314290	26.211000	0.000000	0	26.233615
0	1	582	527	2.372119	-8.537748	-4.882028	734.139038	-5.351098	0.034013	677314291	26.219328	0.000000	0	26.241711
1	1	581	529	2.422708	-13.433178	1.455286	734.139038	2.023879	-0.012864	677314291	26.227562	0.000000	0	26.249961
0	1	581	531	2.400038	-8.518106	-4.837665	734.139038	-5.426198	0.034490	677314292	26.235952	0.000000	0	26.258549
1	1	579	535	2.448484	-13.431265	1.505219	734.139038	1.649072	-0.010482	677314292	26.244203	0.000000	0	26.266803
0	1	578	533	2.401455	-8.511474	-4.865050	734.139038	-5.473916	0.034793	677314293	26.252481	0.000000	0	26.274913
1	1	581	532	2.451341	-13.450897	1.470694	734.139038	1.422730	-0.009043	677314293	26.260766	0.000000	0	26.283252
0	1	584	532	2.419759	-8.515792	-4.823805	734.139038	-5.330307	0.033881	677314294	26.269111	0.000000	0	26.291741
1	1	584	529	2.468226	-13.463657	1.503688	734.139038	1.320344	-0.008392	677314294	26.277404	0.000000	0	26.300008
0	1	586	530	2.406928	-8.511722	-4.851452	734.139038	-5.737631	0.036470	677314295	26.285682	0.000000	0	26.308113
1	1	587	531	2.461880	-13.482780	1.460061	734.139038	1.363299	-0.008665	677314295	26.293963	0.000000	0	26.316382
0	1	586	532	2.407157	-8.498626	-4.810217	734.139038	-6.097849	0.038759	677314296	26.302310	0.000000	0	26.324960
1	1	588	533	2.476020	-13.496047	1.494799	734.139038	1.462587	-0.009297	677314296	26.310603	0.000000	0	26.333201
0	1	587	531	2.439310	-8.506931	-4.847605	734.139038	-5.536438	0.035191	677314297	26.318884	0.000000	0	26.341314
1	1	584	532	2.496593	-13.500577	1.473322	734.139038	1.130483	-0.007186	677314297	26.327165	0.000000	0	26.349601
0	1	586	527	2.478279	-8.535263	-4.820360	734.139038	-4.097311	0.026043	677314298	26.335513	0.000000	0	26.358150
1	1	584	527	2.503253	-13.521315	1.519909	734.139038	1.335829	-0.008491	677314298	26.343802	0.000000	0	26.366404
0	1	585	525	2.496488	-8.563583	-4.860990	734.139038	-2.982194	0.018955	677314299	26.352084	0.000000	0	26.374512
