1304712787.446809	23739	1208183140	1	1	242	570	627
1304712787.447077	23739	1208183140	0	1	233	578	631
1304712787.472608	23764	1208183140	1	1	241	585	658
1304712787.472856	23765	1208183140	0	1	234	589	692
1304712787.473367	23765	1208183140	1	1	241	591	718
1304712787.473498	23765	1208183140	0	1	234	592	740
1304712787.473685	23765	1208183140	1	1	240	590	741
1304712787.473860	23766	1208183140	0	1	235	589	734
1304712787.473997	23766	1208183140	1	1	240	590	737
1304712787.474130	23766	1208183140	0	1	233	591	745
1304712787.474263	23766	1208183140	1	1	241	590	748
1304712787.474397	23766	1208183140	0	1	232	594	750
1304712787.474548	23766	1208183156	1	1	239	593	751
1304712787.474684	23766	1208183156	0	1	233	592	751
1304712787.474817	23767	1208183171	1	1	239	591	752
1304712787.474952	23767	1208183187	0	1	231	590	752
1304712787.475156	23767	1208183187	1	1	241	590	755
1304712787.475367	23767	1208183203	0	1	234	591	753
1304712787.475563	23767	1208183203	1	1	241	590	752
1304712787.475758	23767	1208183218	0	1	232	588	750
1304712787.475949	23768	1208183218	1	1	242	589	747
1304712787.476552	23768	1208183234	0	1	234	587	747
1304712787.476747	23768	1208183234	1	1	242	587	747
1304712787.476952	23769	1208183250	0	1	232	587	747
1304712787.477143	23769	1208183250	1	1	241	585	750
1304712787.477332	23769	1208183265	0	1	234	587	753
1304712787.477521	23769	1208183265	1	1	242	587	752
1304712787.477718	23769	1208183281	0	1	236	584	754
1304712787.477908	23770	1208183281	1	1	242	583	751
1304712787.478099	23770	1208183296	0	1	238	582	749
1304712787.478287	23770	1208183296	1	1	245	583	733
1304712787.478477	23770	1208183312	0	1	237	572	685
1304712787.478608	23770	1208183328	1	1	244	568	615
1304712787.478831	23771	1208183328	0	1	237	559	539
1304712787.478960	23771	1208183343	1	1	243	551	485
1304712787.479130	23771	1208183343	0	1	238	555	463
1304712787.479267	23771	1208183359	1	1	245	552	461
1304712787.479444	23771	1208183359	0	1	240	553	463
1304712787.479575	23771	1208183375	1	1	246	555	461
1304712787.479714	23771	1208183375	0	1	238	553	454
1304712787.479845	23772	1208183390	1	1	247	553	452
1304712787.479989	23772	1208183390	0	1	240	551	450
1304712787.497708	23789	1208183406	1	1	248	553	449
1304712787.497967	23790	1208183406	0	1	241	553	451
1304712787.504839	23797	1208183421	1	1	249	554	449
1304712787.513003	23805	1208183421	0	1	240	554	449
1304712787.530793	23823	1208183437	1	1	250	554	448
1304712787.531116	23823	1208183453	0	1	242	555	447
1304712787.538069	23830	1208183453	1	1	250	555	446
1304712787.546207	23838	1208183468	0	1	242	556	447
1304712787.564117	23856	1208183468	1	1	251	555	448
1304712787.564439	23856	1208183484	0	1	244	555	449
1304712787.571244	23863	1208183484	1	1	251	555	450
1304712787.579414	23871	1208183500	0	1	243	554	448
1304712787.596965	23889	1208183500	1	1	253	555	447
1304712787.597285	23889	1208183515	0	1	243	554	444
1304712787.604512	23896	1208183515	1	1	252	553	441
1304712787.612617	23904	1208183531	0	1	243	555	443
1304712787.629851	23922	1208183531	1	1	252	554	442
1304712787.630176	23922	1208183546	0	1	243	555	440
1304712787.637663	23929	1208183546	1	1	253	555	439
1304712787.645860	23938	1208183562	0	1	244	557	437
1304712787.662706	23954	1208183578	1	1	252	555	438
1304712787.663023	23955	1208183578	0	1	242	555	440
1304712787.670824	23963	1208183593	1	1	254	556	438
1304712787.679059	23971	1208183593	0	1	242	555	440
1304712787.695435	23987	1208183609	1	1	253	558	440
1304712787.695753	23987	1208183609	0	1	241	557	441
1304712787.704065	23996	1208183625	1	1	253	557	441
1304712787.728703	24019	1208183625	0	1	243	558	439
1304712787.729033	24020	1208183640	1	1	251	558	438
1304712787.729231	24020	1208183640	0	1	241	559	438
1304712787.737169	24028	1208183656	1	1	252	559	442
1304712787.761471	24052	1208183656	0	1	241	557	445
1304712787.761949	24053	1208183671	1	1	251	551	450
1304712787.762149	24053	1208183671	0	1	243	530	453
1304712787.770418	24061	1208183687	1	1	250	514	456
1304712787.794291	24085	1208183687	0	1	243	501	464
1304712787.794548	24085	1208183703	1	1	250	493	465
1304712787.795405	24086	1208183718	0	1	240	499	466
1304712787.803641	24094	1208183718	1	1	251	501	464
1304712787.828450	24119	1208183734	0	1	240	501	459
1304712787.828693	24119	1208183734	1	1	250	499	458
1304712787.828949	24120	1208183750	0	1	241	496	456
1304712787.836850	24128	1208183750	1	1	250	495	456
1304712787.860142	24151	1208183765	0	1	243	495	454
1304712787.860455	24151	1208183765	1	1	250	496	454
1304712787.861406	24152	1208183781	0	1	241	495	455
1304712787.870063	24161	1208183781	1	1	249	497	457
1304712787.894117	24185	1208183796	0	1	241	495	459
1304712787.894594	24185	1208183796	1	1	250	494	458
1304712787.894806	24186	1208183812	0	1	242	497	458
1304712787.903264	24194	1208183812	1	1	251	496	456
1304712787.911446	24202	1208183828	0	1	241	495	452
1304712787.927916	24219	1208183843	1	1	249	495	453
1304712787.928242	24219	1208183843	0	1	242	493	456
